one,two,three,four
3.8450771656094176,2.2268414549875293,9.237284964256293,0.17560537053151637
6.539806183865821,8.96606150208283,5.015816163791916,6.972793573875839
4.0880595535845154,7.168150991583785,7.509462357893375,6.457248632705337
7.9339051214044325,3.0582287275149067,5.319112451743365,0.044539617528611686
8.244062244280116,3.829162402234175,7.740526246060197,1.956625584562518
1.5699180632930954,2.431558285140547,3.8520999905590814,2.22227639471696
3.478831510548468,1.8606103132115748,1.7203713021740918,8.517397575249042
6.358459229371211,7.817362529564484,9.79168280357253,4.420191827829122
0.14006141341281975,6.47389985010307,9.703028673024717,3.3782174673164778
5.083704066386662,7.775388428554232,0.356835439086558,5.801898818262067
9.963637995642397,8.92185370583523,2.6586200497873067,1.0123896715246739
0.028843361899392184,6.902948969522167,3.0464868442364046,1.5689738596684244
4.241498210020936,2.2645826534766322,8.167129236167241,7.896709252225527
9.455201010790645,7.588753384968562,1.975111185319659,0.33686006865301654
2.529968411106415,1.0202024917425745,5.980888703370342,7.660202566828783
1.2880536039451895,5.354335542168897,2.4991190283176623,4.1848036259653245
6.6530128586266954,0.4807940873175731,8.262415016003482,7.4560314869734565
6.490803725294322,0.5777363861178231,2.223447919801612,8.33556010704834
4.848121505549724,0.061654292386109644,7.983295414276005,4.076381020557134
8.211302346387296,6.187521652516197,4.748928426887314,7.1777314014455085
0.8404491320005536,7.032026356297241,2.9787025224037134,4.739357657582262
7.887589569367972,5.031995348817451,3.2396497148650703,7.718750131022059
4.391917953078014,0.6844627502366263,6.31812803117617,0.14928811395859443
3.7012805680016347,4.133761720744572,7.04751911570191,5.187510070260952
0.39822154834994183,5.707148699326899,2.32886411215679,8.589933629179002
0.8108489203776181,5.200217814637669,9.96815347971146,7.973920993424699
1.8082295749808175,5.75096202046384,6.470228116469041,8.415771398883905
5.8054671776994,7.430744264901916,3.384004222951117,9.288911316931964
1.7077323555004376,1.8274313787789742,3.816102810359727,1.7905275613532556
2.44586010643478,0.072252123110631,1.9563874430537331,0.5119790220277376
4.617935164689406,3.89135211728017,0.8384794403951557,9.434858406383222
8.595946216737216,9.222913979887636,9.504954927089482,8.806272673814812
1.2746815400402423,8.56088030175778,6.435871873533335,9.788794877374103
7.291247243893676,6.430559717811185,9.448967485070442,3.614851006669503
2.368727094577304,5.4180293350852065,3.555202256268947,8.69873994152888
8.13271690706355,5.106025789668687,2.864043419055516,8.597907593072797
5.047605339400901,0.4537103904000639,3.2555304611546063,5.751655826558144
3.501212164126372,7.2644321588993535,2.991929811596151,6.93757629195447
8.880416465163956,1.1386214166217545,1.6891501515918628,0.48568896704287323
6.957963537052788,2.424562734322829,7.398128403059393,1.883895398494625
2.837746438393504,7.151264907096918,5.611192689859025,5.321804820338313
9.497018264562952,7.843050775869486,3.3340998591404727,3.5385867196654077
0.9037898027056257,3.416927446463772,9.708850882504189,7.604382921690265
2.2385288630113465,9.355987036845779,6.8894165934730145,8.100984536654195
3.199904273824713,7.891325964197957,6.530121701314656,5.182031990147735
6.898045960746416,8.6187740845306,2.6714020498581093,7.233692771748638
6.18544330545589,9.55380201436397,4.071686013051863,9.390156037591975
0.08054678955728423,7.36012526154903,4.523406687590587,1.1594515290167984
0.5458746702083361,0.48577727748540633,2.844510225172292,3.99539708198996
8.640270150033317,3.6020285452604273,5.496319726895006,7.820419273207193
3.842503626471326,8.914881646911706,0.741341197985621,1.509768350612043
1.4956976504291586,7.280354106173043,8.586379439267523,9.273753917691556
2.9065397403055138,9.177584658112409,2.1336350109612634,7.190662889150943
0.3728538570335471,2.9478987324284436,6.264709460888202,4.81010453448979
9.743649276622483,1.3565390775822783,8.604278888865057,5.416470193104184
1.6985538893387953,5.042009181785813,9.338928579635065,5.618646840586053
9.403538729213675,0.1230177102997998,7.209001812912699,1.541951797740333
0.03883227764787667,6.765659568784952,3.926008020128325,8.272636208970571
1.2180488358848995,9.149780713784276,0.0567504935653107,7.193677381013925
7.509680671357646,7.8554279352912335,9.089485256367126,1.219358744388176
3.931368752700728,7.654441718505397,1.0882568046092111,5.537689845021796
3.2971620621902273,4.115688792636643,1.1543463684669442,0.8724620333143884
2.767282532879606,5.687520427835912,7.8700182929223725,9.891939908702938
5.998836938736755,3.5629272574256,4.629830182445456,5.876488450672986
7.878992243654971,4.348001186018298,3.640786990555156,3.9739141555802373
0.06279128627764252,5.493546794581747,4.8243430820233915,6.35642330186983
9.579277263563894,6.7713173635541715,6.887836460940812,4.688532443609924
3.388530233422853,2.579068805045984,9.948657983495771,1.243737445425056
0.8423797058755667,4.734921826030176,1.9419814846848704,9.747708312849234
9.047457220923944,4.433373734209636,7.049625877365967,5.9795437669893605
1.715726749680463,1.5886923341980563,9.154036752214818,6.703271040978105
9.924131651799573,5.622783465127944,4.8284796206797775,5.20577297183347
9.132553130607429,3.005594717255563,4.755431061344304,0.7006465113267757
9.206824976723912,4.585869966184183,3.579339367481509,1.1643761878802195
2.1943835458587313,9.718585147322456,2.7393538047734034,6.336321125899507
2.7518442674832033,0.6259443858640246,0.39526022488680645,9.395320160840383
0.26139327379070876,3.5069583180519337,3.8074448318977225,2.0930777578148207
1.1378151564202166,6.61538209953496,8.475719405796056,9.592637300657454
8.11863670383459,4.956210563917599,6.755508081870113,7.593069788771648
2.7649286171291165,7.20950396186638,4.645719701629897,0.33793122187738334
0.8582896204336665,0.5628268239425405,7.49658716606981,0.7284544937128457
6.868425185689452,3.381489613280473,7.997623140217655,8.461334414396225
6.597100516289595,2.7087724612788278,4.5505816802924635,2.5275974258570812
2.2086488251057568,2.91062767735799,2.3004705304631576,4.672542361546638
2.4210928701640677,9.081170189610962,0.3252363241581657,7.995276225309142
9.047773265103986,7.066302447577392,2.3369661358137863,0.0240316353399872
6.667582316551764,1.2047518256583456,4.762126221888657,3.7091892886877287
5.559473719080067,8.273101514422475,0.4804536981505214,3.581784890713693
2.418130009521505,1.3618446763211745,2.470118815465745,2.1683383561412297
4.904642757460712,4.367333467442497,0.3780661300177346,0.06493530573325357
