one,two,three,four,y
71.60356147241909,48.42018515023488,28.347428112038216,76.4264962000571,606.0081399211883
31.34317585497618,28.601562715775977,63.307915003449565,64.19202189931653,568.6330925153782
64.35354488435176,48.98517555475734,2.1612963261849845,36.93057359576416,360.88627875519103
68.21403184830088,8.85034752941381,66.32173764454133,57.86595112646374,652.5023885142078
75.14115572502513,84.36797743206132,69.34639724621896,24.031654043033658,658.8302412970697
35.449690644593424,48.712949713526136,57.64649434494569,1.0865053465497594,388.37866466636615
96.64394175732716,57.96357863014267,4.16083804664113,4.14191698482613,376.8357822933583
95.2745677395228,38.01074595443944,40.5117726394741,52.09541040989719,641.7535463525537
40.66578274572027,85.73933008779014,34.271789639570876,12.779898467999105,382.5963206567061
78.1698404447473,41.95759840364748,49.46278241377042,86.56515750110363,734.5859072023674
70.55959373245548,61.95679350738377,46.73178545900541,60.69341793495158,642.722268423741
66.19536897185165,30.461716449342553,54.194712818756734,8.042661723704507,469.5013828311386
79.4892234273376,39.53538892758368,5.681198796099412,27.24701728192238,382.34939563067707
86.10664713956969,42.70622410319069,19.505963700405974,45.019522407855995,514.3848028807772
37.75306251923373,86.94463585201555,12.60836326504722,41.28456394775785,373.50185391502066
95.62155517307403,52.929945823331195,95.39012850203429,80.18846432340796,961.9937435283489
20.005596254576595,43.596481452477704,83.40663454841155,27.43911805925198,519.7444992262756
38.033164888344565,27.60278972820036,8.43303074162105,57.50790712218581,348.25480602474113
14.25264434703304,41.938895627541314,68.86647946905113,43.851828876736725,491.35202075175977
27.078952748459155,79.62185417692696,25.964629762526332,2.7439319245942535,272.7810708006009
85.74779241615109,21.10207660544965,67.60140265484362,91.84354375636997,824.1717618685786
5.487801946735239,96.13018800949494,92.05996539716826,61.06499955514484,663.5191006457678
29.96549447666037,76.2530947587021,73.64933574542275,30.31548742119164,551.1936291644022
13.73797521020667,31.413043228602763,76.59259600909294,41.1667882251288,502.5146040030338
46.41999207374733,57.950979751066114,76.68330881993671,81.4764492606118,748.0964074122608
87.13892150468094,1.2390634346188105,17.556063481058025,57.66238532073136,505.7067497410837
5.323528129083151,18.78657583017637,31.582562839654486,55.165506680164256,326.4180420733446
46.23278492743236,76.7659754986989,52.975916049453836,32.12495316853879,523.769729286312
94.78936018327343,27.362971671474877,49.07032011874699,88.9937959796256,775.21911567183
56.301353964243255,74.79483724789581,27.92595974731797,44.580948824110195,489.60211012329137
81.24565835571,9.831143124607623,37.724914437152485,70.72571723405372,616.5925355163567
-0.045973201343203596,85.149411499305,13.360815013664437,43.17461726075669,267.98384771066884
44.98826417410044,22.787213280757204,98.24385416984687,72.55141688973276,768.2003311834137
87.95486907846447,86.794792498453,28.35668030328007,11.85102060656264,499.73915555408206
4.630892120554543,45.87836494262979,75.63595269534072,75.21781489303362,587.9976372192646
39.674054698045175,94.07152297152003,42.41075246860815,9.657959254620062,411.4229692259023
68.5808104708305,61.99880284477004,5.0766097262258265,91.4852753796747,562.7151476072911
22.024857569450745,57.626545516283144,31.79871562310167,38.041413325510256,364.7983989074595
16.321379513689866,83.92556008659662,5.953259067749238,62.90189396332114,345.6553225026929
91.27436687916685,61.04707467372832,35.15657425406348,25.542892429130642,552.0690062382085
7.4034975163248,55.97946991995165,67.1234895275584,98.4448068357736,642.8481368724138
54.951032677582006,88.94752292319654,43.08556955754303,23.324123759035135,495.98505410076365
73.32460008070682,96.38821626409245,20.42204631861946,72.17605094735289,614.2378263240653
95.85598337662056,6.84342116409733,8.736267139535643,26.37042035659186,408.57883635823146
58.338839058542455,39.79424911480211,90.61731413529316,78.7505410747719,813.9418524277703
82.02554470477595,38.196305163454,24.8358686809428,3.4859411159613467,394.1777040692633
94.03137314723402,28.294320927139243,95.00460896864772,32.169268715724236,786.7723339625321
1.8784643213050334,6.434880702900774,98.84654960094531,28.62561245795223,493.40706307835194
19.211350873013583,64.26872226413931,80.78984864690126,73.10258528129036,664.3460550381445
41.98477153258529,23.16369473378206,28.544378778812657,91.75518534486096,538.4194362733159
31.87861077400394,58.88942220368631,8.596734340325222,51.50763925302027,343.39065697408756
80.73657955373436,57.012450949778525,51.285558412395666,53.22596624194929,664.2123401789574
3.288030334568378,54.46327039998811,56.20882055038663,23.038628981878624,358.56004502742303
40.10438446599092,33.68633496417693,78.10132991265134,88.69356516938961,732.654288190757
35.11889737694659,49.31275222715969,66.52481964238181,90.90209139264805,693.8274684039822
99.3052728265633,91.69292158127875,48.13133049128311,15.634341527610868,628.8189746068108
76.20658637835791,25.473721795670578,7.797703008678039,71.04936495161412,498.3943521135192
75.5951447585558,81.73242736831425,89.50673968223532,81.14277533264377,909.6565900701335
4.992471417788839,0.7874683016153639,54.20080806602693,18.605215091849043,288.9943301761288
13.734758838533606,16.405916735747923,2.6190878098032266,3.775597225120078,80.31601364856385
14.79951463969649,94.3941181688488,74.65721752168346,94.37691713591386,720.7481235092332
40.17884063594806,43.72034966979739,15.090273771135088,61.521453577725474,409.03040663499985
4.452182503798311,42.728192335021106,92.86578547996791,85.10680668297796,683.1972743640086
32.51073919402296,31.664115269635587,58.8706123179181,58.19838545661908,539.704588048518
37.37104977666547,15.506987999599215,34.72132085229785,43.81862365479196,398.31639994289094
15.90199308496705,77.85814364871693,69.87865102682406,94.90268462497062,689.83382088555
24.094765705204686,21.22563577805316,71.79456770719283,74.17901254118205,602.7989302016239
32.183219706501525,97.85875667062098,14.126105346125344,74.80403582488991,475.59620577514545
94.14246641104087,55.08946698199922,71.74594917130844,83.87677582847398,876.4425660093088
83.54127767126641,60.377093448210566,11.59660515527222,81.67300583121967,601.8348040600033
78.26858355141108,96.78143503321769,62.85039038743731,86.71039047475658,843.1484103153198
69.16804658897472,14.953847396721722,80.3353115937527,16.795011430093645,594.0892252454311
86.89485094432926,99.29545600893783,20.58515360126168,92.23876720057805,718.5241268037446
97.69622704213111,3.332063010440793,56.974616305715585,84.56749802506384,778.8704481909916
86.46935622927147,45.29255470972018,35.86830041517431,74.53831584410457,671.7255179446341
93.27289361898308,17.156244383156803,74.2717594544666,80.88403866429007,837.0083873909797
73.56974882568508,24.814385673046562,84.8995189233888,94.06673771613437,867.189391779258
49.37604457416947,10.101271014775229,82.13201185816452,31.732698667280903,581.9247914891291
94.02348610067749,83.07847947871493,59.39671593204944,62.989181119733516,792.0011853587762
34.54544954413343,57.88652387341968,12.834533775115823,16.95329081090971,264.1448896446703
63.61046465963936,89.94026804752328,30.93894273586865,50.844132142012704,557.1212049956255
95.30815930200879,75.85470907345534,60.41245335792524,26.909651320739783,684.5238732767589
33.92323394512918,59.29746465520297,78.39541479243188,42.029214991272546,600.3297956442134
33.047796895226035,52.309074430641864,27.830704696094777,29.292311824221652,350.7463949862648
18.5213747784005,99.17459678057365,6.688560667455216,63.5634591095559,371.994466711129
95.77717117256253,65.420839905727,83.1068483190359,23.724943038513224,755.9411228243978
97.23941721024597,98.00070620529497,88.37383960006426,30.483790553020302,834.3535789185509
18.252837215661287,88.49002691315026,86.96661533918932,84.93162626559004,745.9663564074403
1.8960128640265814,4.480914811706423,32.560396724825274,22.738109924604874,208.58762704001705
83.01228551368207,85.36858227518432,47.82976645218966,56.431738814096775,694.6417343034113
28.095500078880487,75.74856032143866,68.11908170445167,87.96762532587253,695.8358968569736
51.31923120269114,37.44492077415029,6.877748839206607,29.64719446712899,307.6450845292703
64.70799340540158,96.78941412453787,38.66442117082423,60.876253378668956,627.6154353502841
68.54827122276123,8.209793861732274,91.62025429475953,25.15175575757287,655.774724530157
32.156104263078404,60.8414884091335,59.234919264939386,42.781938530200584,522.5377366458517
37.36985682044423,59.67196450793285,99.97613161076025,24.776114848504,645.8580675454524
86.09375501168822,93.0485732552616,51.93092042074046,0.22989863243909983,559.2877257271076
70.32774655628818,43.72918981333537,69.9354650399215,37.49745056647529,647.4836438783219
91.11813778947408,45.96676932275835,35.25663222071727,85.68337844819533,716.7217341174949
96.65406848089854,55.80406762355511,9.255883516316695,99.38242304646579,681.0678225298636
