one,two,three,four,y
98.22960090817054,62.46243932779937,33.61291370104369,93.55900414224796,742.5225989610036
39.77904469469284,85.8883642555631,63.88309774688109,36.51428832307264,591.6250212838848
53.085191834327524,29.442651876170494,3.9484628530060735,59.1318854990165,386.6901864303924
21.95565907243986,71.52182687716888,65.99380751403285,93.20841587006882,692.4798008792304
8.783596723568374,70.54330668640588,72.5925742217921,84.83889628029682,620.1963752584426
57.41717351090479,22.908038519262213,59.382578568299095,73.15995031538434,717.8572443906664
71.68000272099965,67.47957528002762,74.68820157589002,30.375641296790747,720.1382325199112
29.101688354686686,39.73023009068703,76.22102878251812,-2.5673560485386844,423.9927637484212
38.765977380229295,9.410318269380785,21.40247603783668,6.543000660816982,233.56728571718946
40.30959486497478,47.88435829919378,55.571722204493994,8.803387378625992,386.99047425779173
83.72204032715271,69.30527587215855,49.926770057664,2.917701901220422,601.8226839055084
19.44851900023312,65.09915346917997,45.987186483132746,47.633949788863646,449.73377925046685
94.70720850187638,50.47226794052089,27.477711860094985,7.217517342325148,407.2796891500151
24.267061506359916,93.3962332829956,53.50550034740685,97.36379107867543,624.8330296447498
21.799521189280473,52.32926140215794,54.74701137298935,12.250896778611466,353.15025683401416
25.555319466711726,66.12543734051087,14.191612084358582,97.43326351874121,436.633624178398
48.58212587016888,94.57855643043608,5.730663404620232,87.15927224830739,516.5746450464086
39.39524289877873,48.225319870768516,45.04992963910358,89.28593602121438,583.5197958880827
46.878201643298304,87.00592536693877,100.35290652485251,53.95553342229141,782.18441026865
31.458306187268462,28.26069866662815,-2.4033592623205227,81.47072356146143,430.5091999327419
16.013667743981124,60.13587501012622,14.039548128144105,58.38007695048783,354.8028207047758
7.168686687594323,30.227379367035688,75.45516771501747,79.39633075011828,644.3720061723025
52.83211968907395,66.82087175781506,52.471459931713795,29.51364526905141,543.3430680851241
5.842166894498281,32.65803453954304,15.905866273434615,44.65123346638361,197.87436017903372
97.28094106840568,86.7719801641912,-0.9518038218188112,22.69865403319337,458.29502884103147
39.479733025149876,6.120326224229655,41.817678569823784,79.1654535781947,573.0808655471506
69.63070054266703,59.92469409258108,19.563775300175255,20.75048724849857,360.72277739720624
36.90858017137171,10.480067892150775,68.390058893503,72.36612578190527,605.0378650040475
13.945215970765354,12.449067837957017,81.83985512088984,70.20700044925498,596.8653340020647
27.737870389059317,15.355475162725872,7.309029123002781,37.14965629196601,231.96500136490937
53.03179153026667,20.53346963931109,21.027791790874872,2.1597842482339726,285.1664455264195
67.75946571791191,48.56891783780427,77.02393363592168,28.856156849276157,620.698057761103
87.01190192933504,73.45593462165824,43.16224223110342,10.41581739511835,547.6315014104393
6.42876116504519,45.28544469393736,2.3139685187696664,22.670209394747317,167.6411031467091
57.335040999190525,86.1495155913613,48.81998017762185,62.921153108820015,646.5816600679489
56.795489923617936,60.11469003631487,36.450934852058516,13.902075138081786,402.01375535272655
2.5231952045251305,58.10193863543809,13.018712056234573,28.16880466291308,213.96648972060862
8.040064340833219,39.311230674618514,50.33985837945975,39.28991367551936,386.85855971486194
20.68534882492307,37.39404278864483,88.41408467395024,14.209090620021795,486.56687011595244
82.84762392684804,60.37100917906214,66.15752089256343,37.99624516646737,655.2782835412872
21.06192284685194,63.68788404219307,13.021110457480006,78.79401682926571,440.91981153821075
74.08130987236548,34.18828169687331,101.21720330239378,58.17266511741795,842.3419546195421
81.01304750629527,76.89785373445908,34.46066330853558,13.336867065495191,560.6891813472499
66.97581152723576,75.671590182376,38.96422033644617,41.84625685081939,519.7464600850618
53.04754140371245,24.208242549298337,90.9147807422048,0.9314657900581087,548.6457476465146
52.25536994890017,11.640663849834652,40.98437718083936,77.38977798172866,514.9808477612428
98.67363400579654,89.6362625773941,91.06303938836705,35.39916453530963,877.460283956108
51.21474987808735,42.160052176012016,67.55856413397883,1.4358331740494337,464.2673806348939
32.74098060382367,83.96519353381252,95.05275068884752,73.41060655570665,748.9344574549302
52.56205807430785,66.94607497633508,23.833470559460334,33.19131903410726,381.32613627490827
