one,two,three,four
56.551816595926915,47.77046794076585,62.77362931827476,98.62676023254781
36.44607460995124,13.799317520403086,36.94203608033166,11.630980277795777
77.50054485631819,8.780638395871653,45.70730761277694,73.48193086105405
43.85363075839243,28.06058890842954,2.046528018833349,50.20036440193183
69.30177205656835,82.75175862056781,49.89467032065231,48.29349800536763
20.262113230767,65.75769471284016,43.81493411470966,23.728339632410577
38.10520806176358,45.45841175101294,59.01520010220017,0.6211086201317495
91.5896030062443,49.25198132347245,99.10263700645191,79.07017912727703
53.99184772753689,75.07050297327913,90.89972691240378,86.15476235445752
82.52544789264452,88.08134650952132,23.224023426219787,30.454253492298065
16.967248290854165,80.81486322449497,41.773979825249455,3.28383772941635
55.82548965724842,39.36641303657284,50.802186036163945,65.39929601310689
49.88460119713866,35.379244523035624,11.655939933821335,53.39397495314697
44.37373229606925,50.457817057772836,14.17909021417868,49.3936765337425
22.523472949673806,68.43624943664541,0.4880075656159777,32.863269207363096
47.714092367335404,62.07130600769052,96.79077649944158,84.96366400690654
87.76634406024377,84.29902877001606,42.281627944456176,27.71285815707234
9.509793318190818,88.95245650676507,50.787117159571416,40.20131339384623
66.20585992644754,48.54481916854492,75.03611938792105,67.30405544714755
81.29266880143204,44.75704411597232,69.71437088334889,51.50299366752219
45.7737819196706,40.005688618427406,15.781887758811807,11.133320374254064
57.18163395422982,39.544090534137666,26.62206424841118,27.725982377332624
58.77369985995302,20.598590560955554,81.49004415428104,49.528857512708456
37.862823382962354,27.088867143877625,54.321818939493596,79.03219073040128
10.03539492779244,14.660911312121438,35.05038577873203,3.624745563580545
13.197925864769422,34.71669058968333,84.44338542703403,75.62186058204779
31.005564552794418,62.56512622837922,24.563387431684337,86.5460089918095
33.09980110720338,74.02703408283881,52.026503366497664,94.75356612110089
33.95891921197667,52.80334054915641,17.630264436351517,73.04029312400404
60.256010972819176,46.50708275892573,61.13857043981207,64.87967390873082
31.64656702526506,27.55231329629385,30.725934692186296,13.785903291494407
65.34739381920078,13.74179238482639,0.7956127936184165,80.65765174038157
22.09733265676739,41.28979945034956,28.995159752782573,22.15065187495696
85.65780914650907,86.03950969209566,96.41158376042935,7.606848318268888
87.11074302833993,94.04453440344238,45.03517751027846,15.133940961093185
0.851981455188533,83.35727086578065,69.76532216071915,70.33804749251202
60.98669869984339,97.48767526501362,15.607041894006423,62.96067190420892
70.35787529829463,57.04559810552542,92.15909475891708,78.97295735251929
80.54962102317137,79.29037419701234,17.844817413138536,36.01049576255835
88.07388843964739,87.0625163091881,37.56811496053737,54.02821374111393
4.995257136304465,76.73714988540722,3.246110923582668,7.211930105097641
2.738967537065784,49.003129688299374,91.58194281820037,37.67349694592488
77.19859857028825,11.623391200539967,5.386721312037279,55.37818233982866
48.665179375131984,7.595334605479842,26.434961157701743,16.604329413478435
55.08069859950453,29.896049498762956,22.30533440201442,61.56349353202002
87.27816435318154,79.02569389771234,43.53215362494208,58.752460077539645
39.900311631193254,40.06897255016791,32.05491066004079,99.08568283155323
90.25641406616451,97.77870563534562,29.89022435690766,36.84202966183955
72.98301365986784,19.99120013365895,40.37519162476089,35.041187404403374
38.43810226053325,81.93835229341973,0.2565285260998085,25.138427749181368
5.746456463153771,39.604985800264444,9.183999861178126,31.922736935410455
96.67364189917815,25.164158279575023,63.5742258975955,36.72520345533751
90.81605162292941,96.53113139914004,55.83408414416715,81.2120663406797
29.651962503571472,9.495635463052865,26.819064070737177,40.85068583524843
82.05139141056922,46.018534549618394,22.666764710444774,47.0380865601714
14.294982909868326,5.162811079580898,22.663424707080882,75.99058876894327
11.962694299595034,57.800689942845096,94.64422359447528,1.0017586829148217
10.331405452471643,54.01347733452231,80.44210588301107,38.24689216115528
78.84062915541205,26.095296056971172,65.66721982067844,99.3228222379143
93.85085558273992,57.718352686941344,14.747954293182818,77.73939499310704
92.03096170827513,73.7540783165967,55.33319732427916,49.584048683993
36.342545746592194,20.652163447262406,27.829576691808278,67.62166084312143
66.58720166921945,90.07978021770657,83.69632605854217,55.853599162725786
12.575861790577136,42.27247553894501,75.99210588673445,25.006415369661315
74.22690129263539,16.35248876507216,90.13631597128075,86.85857040131829
71.64100058268885,40.32639211497497,69.33192283573274,72.60012456339865
21.2342525210931,26.878809209542155,78.50694213934014,56.832908235808645
14.299178398400269,91.28357498457005,4.230666725153909,51.87902609613442
93.09454745358438,91.43450122607064,74.20054800300937,62.17905342514667
61.509149110090874,34.961390764029446,62.076219430918755,76.55430940179355
56.0200900480928,63.627142212039736,74.68732706452516,84.57786945803501
43.512848161548455,36.65430472747098,90.0267479940902,96.60164432746214
41.664408037207124,95.61324256713823,0.22354562185480376,23.775787236824307
40.75113022280367,38.52702149892471,5.451262074504292,12.87348258576706
51.505545422676946,98.40939595467468,84.89866372649189,11.272624529060248
89.13812438753091,54.96202850716438,40.44405912011315,55.58596041967573
16.522873773215274,32.79885848731079,61.6353885362357,97.16632659810122
9.312613905328027,50.352915257520145,86.01149474929234,44.558258394601744
78.72971333234722,70.10148620140345,52.856795710045276,83.20797868394749
81.79590731700056,69.80204778751369,43.96910814170758,11.594537274132477
50.72191824193318,86.8765478741761,63.81900648221348,71.57565433496373
28.426586194062896,12.422031832037284,69.88084014058059,91.67625528658311
46.54229422595031,46.657000758980836,37.05457827905235,16.319274082406753
43.086128752400995,91.0417153446035,33.82088082548381,13.907129436672417
88.79648209250769,20.14193432935506,4.863878301820391,91.11007783833736
1.8747644764484983,18.53930505620801,3.720912963467571,17.326648945683274
49.363987667966605,9.53032953528552,69.90744884673751,76.65581501817371
87.68893705988589,46.972400181084474,74.65351658549488,94.05888620114705
61.31776582106533,56.022844003825355,22.153105015198815,77.86287753449001
4.0485330182770785,35.3357125011198,83.97533828759377,32.388625119649475
26.52847623376874,18.319627237943926,20.758802004123865,27.459798244792978
46.55949524261527,5.566019789603017,5.676037982437965,98.56499006428763
73.98263898419172,12.422048392550822,67.72429810437848,69.58625715038208
1.0183886771979456,76.86880805455411,20.86336987664733,77.30347079286088
26.28457621039614,34.08138199301316,39.02412848892799,68.53654241994539
11.289514361277142,88.22146124536968,36.317151016365926,32.83437602173112
29.621509073176632,96.51204165716229,31.277262770904024,32.696717654936755
78.46175239863862,96.38509667945951,2.1398486011444007,17.6704851224578
17.304354537259215,80.8579340247603,47.430275584989715,68.22120489902586
13.839492069334892,52.53587238221641,2.0756082506066864,12.578124707096661
85.9807912749172,30.17961545943395,85.81415001197496,53.8846336281596
73.44523446291682,2.0504896044081233,31.58164518257739,72.58879328120987
8.322858599630067,8.581717516370336,13.759601717756665,58.86336275663877
83.31354502740543,46.78883679551553,31.228970150939695,24.829979364787558
41.30505738636998,59.823350177101005,75.36035303844324,37.29891468345485
49.960422709046426,21.775938266882655,22.17102766880188,22.415047609489257
14.434420312837004,76.35754100395667,87.7103720791195,81.93628380124707
81.13617117025495,22.502336932988253,58.93114675119923,92.52033841932581
1.3850302245614343,33.855542062043284,81.15344582172219,21.534745787784082
3.8458960665797237,24.812659461277498,45.52320032649667,27.275847479401694
65.51673615303748,43.63381490599949,86.03170621269457,6.840267194670258
88.79585276110721,47.0729722507469,45.78760753724803,96.84168444844522
86.94239487691358,97.67274175407191,63.08536073855755,23.94711183492729
89.10022610387402,5.378689599603503,17.491694487013877,36.351032448319046
84.68720453973117,77.71174938479851,6.6239331601488765,22.58848091658954
78.47676196907709,26.07117517969222,47.11723269951228,84.68595220154293
87.89354153557397,30.644734941262385,42.31817553349448,94.52972080165758
0.24117112512842542,3.8280263982537033,88.39266825454423,97.80320000472919
55.349772590479816,75.23314403753577,55.386938603404104,79.44744320933825
86.67469533459324,31.246573133587475,94.88689423096811,60.125391491834826
4.398329445491389,35.597328062911814,60.229514325559954,3.415462227778887
22.642139010617424,18.421021445174578,85.7583710430018,78.5740475257053
12.489576961404358,93.15184696568886,57.925370603108185,79.11565707931724
54.099957281694856,48.136683665177394,78.98427274807534,2.824526682783235
2.615009674660995,99.96693302585172,11.218418998606527,44.471176132592795
40.03277095183719,32.708260357605255,10.525699863887017,14.22756790879156
48.350754802833386,66.52039961708755,19.36132059023571,27.805980445064904
96.27274785179851,17.941732646930475,7.57553705406786,38.811072316575434
46.683471394880584,18.236227836392203,85.84921463857353,87.39016600237454
48.842105913222596,93.70406418025416,12.78552766212252,21.078959987454382
73.3012291079052,65.17469398648498,41.933031480808616,30.002501237988742
57.77868245380105,54.83665657326422,44.496537071277984,57.61116860328217
67.8712544489558,90.11747555483605,97.6747214936929,14.160449723537006
25.65851609480947,41.55293166358026,36.150977290028926,86.1363351025712
66.73540432700469,66.95303233723402,31.40869459893426,10.729799433880638
99.96897481150442,27.453296888585143,97.7216418855304,23.159813820216858
22.420064635625792,49.88351558169787,70.3597867967208,81.07756726187202
12.394563869985065,73.28606607242533,80.48075475709481,99.96546148099694
87.03426316348883,78.40795669381868,7.207820962025813,22.46361573320569
48.645944153020125,14.784469163598724,51.10410093808885,38.38606402898548
73.23418695712519,1.0841183440309377,51.69940328022899,12.288013153932553
93.40885091457227,78.1590779356381,54.37387251673861,33.68332186655808
25.121139949924398,72.56824416492807,61.81432507625873,32.609350010211756
